date,strategy,nav
2021-02-19,Bandit Meta-Strategy (UCB),3.259167212201607
2021-02-22,Bandit Meta-Strategy (UCB),3.231777795550772
2021-02-23,Bandit Meta-Strategy (UCB),3.2283262853925296
2021-02-24,Bandit Meta-Strategy (UCB),3.259717231948029
2021-02-25,Bandit Meta-Strategy (UCB),3.1892765287686715
2021-02-26,Bandit Meta-Strategy (UCB),3.188670508384134
2021-03-01,Bandit Meta-Strategy (UCB),3.2614443166299765
2021-03-02,Bandit Meta-Strategy (UCB),3.224089506273843
2021-03-03,Bandit Meta-Strategy (UCB),3.1745100138036855
2021-03-04,Bandit Meta-Strategy (UCB),3.146926477478896
2021-03-05,Bandit Meta-Strategy (UCB),3.180519233395222
2021-03-08,Bandit Meta-Strategy (UCB),3.1423745634519413
2021-03-09,Bandit Meta-Strategy (UCB),3.2136475783382497
2021-03-10,Bandit Meta-Strategy (UCB),3.245564724145922
2021-03-11,Bandit Meta-Strategy (UCB),3.280604774727413
2021-03-12,Bandit Meta-Strategy (UCB),3.2874218043390613
2021-03-15,Bandit Meta-Strategy (UCB),3.29885794389855
2021-03-16,Bandit Meta-Strategy (UCB),3.291581292357423
2021-03-17,Bandit Meta-Strategy (UCB),3.300591652298888
2021-03-18,Bandit Meta-Strategy (UCB),3.221246273894332
2021-03-19,Bandit Meta-Strategy (UCB),3.23225803042505
2021-03-22,Bandit Meta-Strategy (UCB),3.264515719797206
2021-03-23,Bandit Meta-Strategy (UCB),3.2613081430646744
2021-03-24,Bandit Meta-Strategy (UCB),3.2327206901098053
2021-03-25,Bandit Meta-Strategy (UCB),3.229479280616964
2021-03-26,Bandit Meta-Strategy (UCB),3.2598142741961897
2021-03-29,Bandit Meta-Strategy (UCB),3.2770317014718486
2021-03-30,Bandit Meta-Strategy (UCB),3.266006853971175
2021-03-31,Bandit Meta-Strategy (UCB),3.264903882968374
2021-04-01,Bandit Meta-Strategy (UCB),3.295451637375058
2021-04-05,Bandit Meta-Strategy (UCB),3.334121231133783
2021-04-06,Bandit Meta-Strategy (UCB),3.334431344218717
2021-04-07,Bandit Meta-Strategy (UCB),3.340772833429397
2021-04-08,Bandit Meta-Strategy (UCB),3.3525094995011973
2021-04-09,Bandit Meta-Strategy (UCB),3.3673784788339747
2021-04-12,Bandit Meta-Strategy (UCB),3.3768924292536067
2021-04-13,Bandit Meta-Strategy (UCB),3.386887881764458
2021-04-14,Bandit Meta-Strategy (UCB),3.367198928441354
2021-04-15,Bandit Meta-Strategy (UCB),3.3996672055831487
2021-04-16,Bandit Meta-Strategy (UCB),3.4173787492024097
2021-04-19,Bandit Meta-Strategy (UCB),3.411431349466421
2021-04-20,Bandit Meta-Strategy (UCB),3.4011717878777885
2021-04-21,Bandit Meta-Strategy (UCB),3.396620532188606
2021-04-22,Bandit Meta-Strategy (UCB),3.3500764653469886
2021-04-23,Bandit Meta-Strategy (UCB),3.366103291931441
2021-04-26,Bandit Meta-Strategy (UCB),3.361934872895734
2021-04-27,Bandit Meta-Strategy (UCB),3.3535315876154077
2021-04-28,Bandit Meta-Strategy (UCB),3.363509747687746
2021-04-29,Bandit Meta-Strategy (UCB),3.3885204546618093
2021-04-30,Bandit Meta-Strategy (UCB),3.384448965878957
2021-05-03,Bandit Meta-Strategy (UCB),3.408024957048491
2021-05-04,Bandit Meta-Strategy (UCB),3.389423281444378
2021-05-05,Bandit Meta-Strategy (UCB),3.3847159562926827
2021-05-06,Bandit Meta-Strategy (UCB),3.39751654755297
2021-05-07,Bandit Meta-Strategy (UCB),3.4134305355759804
2021-05-10,Bandit Meta-Strategy (UCB),3.3897604326299935
2021-05-11,Bandit Meta-Strategy (UCB),3.3620838321759106
2021-05-12,Bandit Meta-Strategy (UCB),3.310659025334042
2021-05-13,Bandit Meta-Strategy (UCB),3.340368413567344
2021-05-14,Bandit Meta-Strategy (UCB),3.372087110155299
2021-05-17,Bandit Meta-Strategy (UCB),3.367528873208456
2021-05-18,Bandit Meta-Strategy (UCB),3.3568960456263723
2021-05-19,Bandit Meta-Strategy (UCB),3.344868857004187
2021-05-20,Bandit Meta-Strategy (UCB),3.379847361335101
2021-05-21,Bandit Meta-Strategy (UCB),3.372491383772568
2021-05-24,Bandit Meta-Strategy (UCB),3.3964900385805326
2021-05-25,Bandit Meta-Strategy (UCB),3.3871671416504854
2021-05-26,Bandit Meta-Strategy (UCB),3.386514613503478
2021-05-27,Bandit Meta-Strategy (UCB),3.379681817044924
2021-05-28,Bandit Meta-Strategy (UCB),3.3810682298998906
2021-06-01,Bandit Meta-Strategy (UCB),3.3757921133808244
2021-06-02,Bandit Meta-Strategy (UCB),3.381541383406555
2021-06-03,Bandit Meta-Strategy (UCB),3.372273369667504
2021-06-04,Bandit Meta-Strategy (UCB),3.3976461547521297
2021-06-07,Bandit Meta-Strategy (UCB),3.390960855855209
2021-06-08,Bandit Meta-Strategy (UCB),3.382445905318401
2021-06-09,Bandit Meta-Strategy (UCB),3.3861554192723107
2021-06-10,Bandit Meta-Strategy (UCB),3.410131857851735
2021-06-11,Bandit Meta-Strategy (UCB),3.4064422916141375
2021-06-14,Bandit Meta-Strategy (UCB),3.4105343745773142
2021-06-15,Bandit Meta-Strategy (UCB),3.3962025481469404
2021-06-16,Bandit Meta-Strategy (UCB),3.375885660163038
2021-06-17,Bandit Meta-Strategy (UCB),3.3880478252080626
2021-06-18,Bandit Meta-Strategy (UCB),3.3442050351537445
2021-06-21,Bandit Meta-Strategy (UCB),3.3755554859851924
2021-06-22,Bandit Meta-Strategy (UCB),3.4031255816623567
2021-06-23,Bandit Meta-Strategy (UCB),3.40329016975708
2021-06-24,Bandit Meta-Strategy (UCB),3.4231697166822515
2021-06-25,Bandit Meta-Strategy (UCB),3.4363098080724273
2021-06-28,Bandit Meta-Strategy (UCB),3.4478213742621
2021-06-29,Bandit Meta-Strategy (UCB),3.4383438528183174
2021-06-30,Bandit Meta-Strategy (UCB),3.436961898975366
2021-07-01,Bandit Meta-Strategy (UCB),3.453577147237687
2021-07-02,Bandit Meta-Strategy (UCB),3.4703614257986035
2021-07-06,Bandit Meta-Strategy (UCB),3.453286654760357
2021-07-07,Bandit Meta-Strategy (UCB),3.451334305042689
2021-07-08,Bandit Meta-Strategy (UCB),3.4306909398039673
2021-07-09,Bandit Meta-Strategy (UCB),3.4661532538551243
2021-07-12,Bandit Meta-Strategy (UCB),3.4890195095840566
2021-07-13,Bandit Meta-Strategy (UCB),3.4795233256213263
2021-07-14,Bandit Meta-Strategy (UCB),3.4887991504081577
2021-07-15,Bandit Meta-Strategy (UCB),3.4825828193313075
2021-07-16,Bandit Meta-Strategy (UCB),3.452826847749086
2021-07-19,Bandit Meta-Strategy (UCB),3.4178200875118008
2021-07-20,Bandit Meta-Strategy (UCB),3.3522297667243723
2021-07-21,Bandit Meta-Strategy (UCB),3.357302649787307
2021-07-22,Bandit Meta-Strategy (UCB),3.353313835125367
2021-07-23,Bandit Meta-Strategy (UCB),3.3835588053755576
2021-07-26,Bandit Meta-Strategy (UCB),3.4019127724678184
2021-07-27,Bandit Meta-Strategy (UCB),3.3981855240591767
2021-07-28,Bandit Meta-Strategy (UCB),3.4079890213656228
2021-07-29,Bandit Meta-Strategy (UCB),3.407716133953221
2021-07-30,Bandit Meta-Strategy (UCB),3.4031714787296163
2021-08-02,Bandit Meta-Strategy (UCB),3.4111985591490894
2021-08-03,Bandit Meta-Strategy (UCB),3.4503660428158565
2021-08-04,Bandit Meta-Strategy (UCB),3.4294634988699917
2021-08-05,Bandit Meta-Strategy (UCB),3.4564227293419587
2021-08-06,Bandit Meta-Strategy (UCB),3.4546785427973363
2021-08-09,Bandit Meta-Strategy (UCB),3.468529920804989
2021-08-10,Bandit Meta-Strategy (UCB),3.5089988828095824
2021-08-11,Bandit Meta-Strategy (UCB),3.4936938608531105
2021-08-12,Bandit Meta-Strategy (UCB),3.5066839467810853
2021-08-13,Bandit Meta-Strategy (UCB),3.526569749009692
2021-08-16,Bandit Meta-Strategy (UCB),3.5351970915394
2021-08-17,Bandit Meta-Strategy (UCB),3.531261304400784
2021-08-18,Bandit Meta-Strategy (UCB),3.494429212469261
2021-08-19,Bandit Meta-Strategy (UCB),3.500432431533043
2021-08-20,Bandit Meta-Strategy (UCB),3.5185809005845594
2021-08-23,Bandit Meta-Strategy (UCB),3.55612809246732
2021-08-24,Bandit Meta-Strategy (UCB),3.531569110150258
2021-08-25,Bandit Meta-Strategy (UCB),3.519685154335202
2021-08-26,Bandit Meta-Strategy (UCB),3.5031031774184447
2021-08-27,Bandit Meta-Strategy (UCB),3.51623543726777
2021-08-30,Bandit Meta-Strategy (UCB),3.532244911766855
2021-08-31,Bandit Meta-Strategy (UCB),3.531231826974587
2021-09-01,Bandit Meta-Strategy (UCB),3.5400916684338126
2021-09-02,Bandit Meta-Strategy (UCB),3.557458036611829
2021-09-03,Bandit Meta-Strategy (UCB),3.56386021389144
2021-09-07,Bandit Meta-Strategy (UCB),3.5699632188840273
2021-09-08,Bandit Meta-Strategy (UCB),3.5684162769045074
2021-09-09,Bandit Meta-Strategy (UCB),3.550354898792476
2021-09-10,Bandit Meta-Strategy (UCB),3.5319623389085772
2021-09-13,Bandit Meta-Strategy (UCB),3.5357795711906737
2021-09-14,Bandit Meta-Strategy (UCB),3.5108957992448873
2021-09-15,Bandit Meta-Strategy (UCB),3.5335686378365003
2021-09-16,Bandit Meta-Strategy (UCB),3.5265226261433553
2021-09-17,Bandit Meta-Strategy (UCB),3.506837842187646
2021-09-20,Bandit Meta-Strategy (UCB),3.449339054960517
2021-09-21,Bandit Meta-Strategy (UCB),3.4414174825394697
2021-09-22,Bandit Meta-Strategy (UCB),3.4834571566891857
2021-09-23,Bandit Meta-Strategy (UCB),3.525122830309003
2021-09-24,Bandit Meta-Strategy (UCB),3.528308645068882
2021-09-27,Bandit Meta-Strategy (UCB),3.5340120199474208
2021-09-28,Bandit Meta-Strategy (UCB),3.4855058650697446
2021-09-29,Bandit Meta-Strategy (UCB),3.504286243249679
2021-09-30,Bandit Meta-Strategy (UCB),3.4674391184478677
2021-10-01,Bandit Meta-Strategy (UCB),3.5009335735053453
2021-10-04,Bandit Meta-Strategy (UCB),3.4636467131960753
2021-10-05,Bandit Meta-Strategy (UCB),3.501031117946099
2021-10-06,Bandit Meta-Strategy (UCB),3.512152964104787
2021-10-07,Bandit Meta-Strategy (UCB),3.542470913726025
2021-10-08,Bandit Meta-Strategy (UCB),3.540403032869626
2021-10-11,Bandit Meta-Strategy (UCB),3.5192630206066933
2021-10-12,Bandit Meta-Strategy (UCB),3.507702593364192
2021-10-13,Bandit Meta-Strategy (UCB),3.504875611959104
2021-10-14,Bandit Meta-Strategy (UCB),3.554683227285894
2021-10-15,Bandit Meta-Strategy (UCB),3.582503024730697
2021-10-18,Bandit Meta-Strategy (UCB),3.584002704207825
2021-10-19,Bandit Meta-Strategy (UCB),3.6068161129115435
2021-10-20,Bandit Meta-Strategy (UCB),3.612630348540657
2021-10-21,Bandit Meta-Strategy (UCB),3.628850107658824
2021-10-22,Bandit Meta-Strategy (UCB),3.648273710740673
2021-10-25,Bandit Meta-Strategy (UCB),3.685264855964125
2021-10-26,Bandit Meta-Strategy (UCB),3.717574775932196
2021-10-27,Bandit Meta-Strategy (UCB),3.684139637193896
2021-10-28,Bandit Meta-Strategy (UCB),3.712095885268963
2021-10-29,Bandit Meta-Strategy (UCB),3.7403583294039273
2021-11-01,Bandit Meta-Strategy (UCB),3.745817476881295
2021-11-02,Bandit Meta-Strategy (UCB),3.767936697188028
2021-11-03,Bandit Meta-Strategy (UCB),3.7793670236582453
2021-11-04,Bandit Meta-Strategy (UCB),3.794110819244126
2021-11-05,Bandit Meta-Strategy (UCB),3.8466118340561044
2021-11-08,Bandit Meta-Strategy (UCB),3.8505732932517693
2021-11-09,Bandit Meta-Strategy (UCB),3.8242001147500013
2021-11-10,Bandit Meta-Strategy (UCB),3.8245058192931527
2021-11-11,Bandit Meta-Strategy (UCB),3.830979221497649
2021-11-12,Bandit Meta-Strategy (UCB),3.8401837940805406
2021-11-15,Bandit Meta-Strategy (UCB),3.833437695625061
2021-11-16,Bandit Meta-Strategy (UCB),3.863140797179303
2021-11-17,Bandit Meta-Strategy (UCB),3.863417356716467
2021-11-18,Bandit Meta-Strategy (UCB),3.889883507517919
2021-11-19,Bandit Meta-Strategy (UCB),3.873267998745941
2021-11-22,Bandit Meta-Strategy (UCB),3.8655768179041896
2021-11-23,Bandit Meta-Strategy (UCB),3.8769778556533816
2021-11-24,Bandit Meta-Strategy (UCB),3.8924864598683384
2021-11-26,Bandit Meta-Strategy (UCB),3.856813564722482
2021-11-29,Bandit Meta-Strategy (UCB),3.875823770912685
2021-11-30,Bandit Meta-Strategy (UCB),3.8743871327079185
2021-12-01,Bandit Meta-Strategy (UCB),3.8414659778472653
2021-12-02,Bandit Meta-Strategy (UCB),3.866746857309564
2021-12-03,Bandit Meta-Strategy (UCB),3.8514453430693836
2021-12-06,Bandit Meta-Strategy (UCB),3.874985736587766
2021-12-07,Bandit Meta-Strategy (UCB),3.9267833163039043
2021-12-08,Bandit Meta-Strategy (UCB),3.924605713369571
2021-12-09,Bandit Meta-Strategy (UCB),3.9112261439629976
2021-12-10,Bandit Meta-Strategy (UCB),3.941134442787496
2021-12-13,Bandit Meta-Strategy (UCB),3.930330242291173
2021-12-14,Bandit Meta-Strategy (UCB),3.9295311977836875
2021-12-15,Bandit Meta-Strategy (UCB),3.999198493434475
2021-12-16,Bandit Meta-Strategy (UCB),3.9957624135274794
2021-12-17,Bandit Meta-Strategy (UCB),3.9212173359259452
2021-12-20,Bandit Meta-Strategy (UCB),3.9122064998061536
2021-12-21,Bandit Meta-Strategy (UCB),3.946463000376441
2021-12-22,Bandit Meta-Strategy (UCB),3.9918500997615873
2021-12-23,Bandit Meta-Strategy (UCB),4.003533214554192
2021-12-27,Bandit Meta-Strategy (UCB),4.043157448060662
2021-12-28,Bandit Meta-Strategy (UCB),4.038248019575003
2021-12-29,Bandit Meta-Strategy (UCB),4.036742804494912
2021-12-30,Bandit Meta-Strategy (UCB),4.035800125862071
2021-12-31,Bandit Meta-Strategy (UCB),4.037277864092318
2022-01-03,Bandit Meta-Strategy (UCB),4.066735459179573
2022-01-04,Bandit Meta-Strategy (UCB),4.055689499496804
2022-01-05,Bandit Meta-Strategy (UCB),4.021871002659453
2022-01-06,Bandit Meta-Strategy (UCB),4.013234218226656
2022-01-07,Bandit Meta-Strategy (UCB),4.005444680406907
2022-01-10,Bandit Meta-Strategy (UCB),3.9955733470770127
2022-01-11,Bandit Meta-Strategy (UCB),4.017935657740661
2022-01-12,Bandit Meta-Strategy (UCB),4.024136957287278
2022-01-13,Bandit Meta-Strategy (UCB),3.9694579350157415
2022-01-14,Bandit Meta-Strategy (UCB),3.954884733206468
2022-01-18,Bandit Meta-Strategy (UCB),3.896673728479115
2022-01-19,Bandit Meta-Strategy (UCB),3.879335036220032
2022-01-20,Bandit Meta-Strategy (UCB),3.8463919881588473
2022-01-21,Bandit Meta-Strategy (UCB),3.723957681324206
2022-01-24,Bandit Meta-Strategy (UCB),3.7095017525702523
2022-01-25,Bandit Meta-Strategy (UCB),3.698260004619817
2022-01-26,Bandit Meta-Strategy (UCB),3.699860219593036
2022-01-27,Bandit Meta-Strategy (UCB),3.703295590494554
2022-01-28,Bandit Meta-Strategy (UCB),3.7810633535474363
2022-01-31,Bandit Meta-Strategy (UCB),3.834573667754496
2022-02-01,Bandit Meta-Strategy (UCB),3.8830489842990943
2022-02-02,Bandit Meta-Strategy (UCB),3.900751569403567
2022-02-03,Bandit Meta-Strategy (UCB),3.831909953939551
2022-02-04,Bandit Meta-Strategy (UCB),3.8542082785332417
2022-02-07,Bandit Meta-Strategy (UCB),3.8477134976169136
2022-02-08,Bandit Meta-Strategy (UCB),3.8459400685857865
2022-02-09,Bandit Meta-Strategy (UCB),3.864869054297682
2022-02-10,Bandit Meta-Strategy (UCB),3.8197204519459076
2022-02-11,Bandit Meta-Strategy (UCB),3.7644179461340856
2022-02-14,Bandit Meta-Strategy (UCB),3.7586505964038106
2022-02-15,Bandit Meta-Strategy (UCB),3.802909111966126
2022-02-16,Bandit Meta-Strategy (UCB),3.801775678735445
2022-02-17,Bandit Meta-Strategy (UCB),3.752230834721352
2022-02-18,Bandit Meta-Strategy (UCB),3.7260552626255246
2022-02-22,Bandit Meta-Strategy (UCB),3.648066762246769
2022-02-23,Bandit Meta-Strategy (UCB),3.584850673920306
2022-02-24,Bandit Meta-Strategy (UCB),3.5930944534268487
2022-02-25,Bandit Meta-Strategy (UCB),3.6814560741717033
2022-02-28,Bandit Meta-Strategy (UCB),3.6642469076882875
2022-03-01,Bandit Meta-Strategy (UCB),3.6143827735640253
2022-03-02,Bandit Meta-Strategy (UCB),3.666486217041158
2022-03-03,Bandit Meta-Strategy (UCB),3.647497585635825
2022-03-04,Bandit Meta-Strategy (UCB),3.6380923684902857
2022-03-07,Bandit Meta-Strategy (UCB),3.5603275739542117
2022-03-08,Bandit Meta-Strategy (UCB),3.515900292594495
2022-03-09,Bandit Meta-Strategy (UCB),3.5765256048257434
2022-03-10,Bandit Meta-Strategy (UCB),3.574685755515945
2022-03-11,Bandit Meta-Strategy (UCB),3.5480226723701995
2022-03-14,Bandit Meta-Strategy (UCB),3.5533728814700827
2022-03-15,Bandit Meta-Strategy (UCB),3.6164963531983316
2022-03-16,Bandit Meta-Strategy (UCB),3.6729893255692203
2022-03-17,Bandit Meta-Strategy (UCB),3.729493580515417
2022-03-18,Bandit Meta-Strategy (UCB),3.7631028160896665
2022-03-21,Bandit Meta-Strategy (UCB),3.763045574507957
2022-03-22,Bandit Meta-Strategy (UCB),3.787510127190352
2022-03-23,Bandit Meta-Strategy (UCB),3.738754354684137
2022-03-24,Bandit Meta-Strategy (UCB),3.77666456287668
2022-03-25,Bandit Meta-Strategy (UCB),3.7932116026810125
2022-03-28,Bandit Meta-Strategy (UCB),3.823251299024815
2022-03-29,Bandit Meta-Strategy (UCB),3.851796872384153
2022-03-30,Bandit Meta-Strategy (UCB),3.8270836610375922
