date,strategy,return
2016-10-14,Bandit Meta-Strategy (UCB),0.0012312103742191383
2016-10-17,Bandit Meta-Strategy (UCB),-0.0029678244858927227
2016-10-18,Bandit Meta-Strategy (UCB),0.015309381972337999
2016-10-19,Bandit Meta-Strategy (UCB),0.002642241087031927
2016-10-20,Bandit Meta-Strategy (UCB),0.000785463596030711
2016-10-21,Bandit Meta-Strategy (UCB),0.0013775932487170017
2016-10-24,Bandit Meta-Strategy (UCB),0.009947510058947895
2016-10-25,Bandit Meta-Strategy (UCB),0.0014908764867325175
2016-10-26,Bandit Meta-Strategy (UCB),0.0010449196391004723
2016-10-27,Bandit Meta-Strategy (UCB),-0.002431693715031824
2016-10-28,Bandit Meta-Strategy (UCB),-0.00338041216946694
2016-10-31,Bandit Meta-Strategy (UCB),-0.00188184367862132
2016-11-01,Bandit Meta-Strategy (UCB),-0.010825104912167816
2016-11-02,Bandit Meta-Strategy (UCB),-0.0064829065440040745
2016-11-03,Bandit Meta-Strategy (UCB),-0.005000159307739338
2016-11-04,Bandit Meta-Strategy (UCB),-0.003439725765408519
2016-11-07,Bandit Meta-Strategy (UCB),0.022370362176181935
2016-11-08,Bandit Meta-Strategy (UCB),0.0019361035796039427
2016-11-09,Bandit Meta-Strategy (UCB),0.0085296274753357
2016-11-10,Bandit Meta-Strategy (UCB),-0.009807414689387728
2016-11-11,Bandit Meta-Strategy (UCB),0.02365276678376227
2016-11-14,Bandit Meta-Strategy (UCB),-0.013300817124922815
2016-11-15,Bandit Meta-Strategy (UCB),0.009566240465398446
2016-11-16,Bandit Meta-Strategy (UCB),0.006880451890084016
2016-11-17,Bandit Meta-Strategy (UCB),0.0005278792250937858
2016-11-18,Bandit Meta-Strategy (UCB),-0.00395808373774198
2016-11-21,Bandit Meta-Strategy (UCB),0.008362503634683272
2016-11-22,Bandit Meta-Strategy (UCB),0.0004627855777501466
2016-11-23,Bandit Meta-Strategy (UCB),0.000776505743127931
2016-11-25,Bandit Meta-Strategy (UCB),0.005920938358045413
2016-11-28,Bandit Meta-Strategy (UCB),-0.004990428749131692
2016-11-29,Bandit Meta-Strategy (UCB),-0.0021026256442698843
2016-11-30,Bandit Meta-Strategy (UCB),-0.00031583156652303934
2016-12-01,Bandit Meta-Strategy (UCB),-0.00991122853140769
2016-12-02,Bandit Meta-Strategy (UCB),0.004248194765717361
2016-12-05,Bandit Meta-Strategy (UCB),0.00711902104002804
2016-12-06,Bandit Meta-Strategy (UCB),0.00376451112358267
2016-12-07,Bandit Meta-Strategy (UCB),0.009305839068540989
2016-12-08,Bandit Meta-Strategy (UCB),-0.003170342198635323
2016-12-09,Bandit Meta-Strategy (UCB),0.008092136107358483
2016-12-12,Bandit Meta-Strategy (UCB),0.006003192376790256
2016-12-13,Bandit Meta-Strategy (UCB),0.00795991980396793
2016-12-14,Bandit Meta-Strategy (UCB),-0.0016581733660290254
2016-12-15,Bandit Meta-Strategy (UCB),0.004731388969039019
2016-12-16,Bandit Meta-Strategy (UCB),0.0004163756274913055
2016-12-19,Bandit Meta-Strategy (UCB),0.0028737390900626103
2016-12-20,Bandit Meta-Strategy (UCB),0.004855921220295212
2016-12-21,Bandit Meta-Strategy (UCB),-0.00278854323463551
2016-12-22,Bandit Meta-Strategy (UCB),-0.002712229283222123
2016-12-23,Bandit Meta-Strategy (UCB),0.0038662222672731783
2016-12-27,Bandit Meta-Strategy (UCB),0.008458209291208219
2016-12-28,Bandit Meta-Strategy (UCB),-0.01110548523361532
2016-12-29,Bandit Meta-Strategy (UCB),0.0010160849456257726
2016-12-30,Bandit Meta-Strategy (UCB),-0.007051038632221451
2017-01-03,Bandit Meta-Strategy (UCB),0.005515033219713805
2017-01-04,Bandit Meta-Strategy (UCB),0.006709087257581903
2017-01-05,Bandit Meta-Strategy (UCB),0.0027035510361097526
2017-01-06,Bandit Meta-Strategy (UCB),0.0016230375637962258
2017-01-09,Bandit Meta-Strategy (UCB),0.0016234862104886894
2017-01-10,Bandit Meta-Strategy (UCB),-0.0038071649664455087
2017-01-11,Bandit Meta-Strategy (UCB),-0.0010886412686244018
2017-01-12,Bandit Meta-Strategy (UCB),-0.0045197189118910686
2017-01-13,Bandit Meta-Strategy (UCB),0.002389352380717913
2017-01-17,Bandit Meta-Strategy (UCB),-0.0008768830302907649
2017-01-18,Bandit Meta-Strategy (UCB),0.0014643391879658463
2017-01-19,Bandit Meta-Strategy (UCB),-0.0002919199077845436
2017-01-20,Bandit Meta-Strategy (UCB),0.002822526021156513
2017-01-23,Bandit Meta-Strategy (UCB),5.964232406907577e-05
2017-01-24,Bandit Meta-Strategy (UCB),0.005309189509563161
2017-01-25,Bandit Meta-Strategy (UCB),0.0038295430681800635
2017-01-26,Bandit Meta-Strategy (UCB),-0.0012848939956238148
2017-01-27,Bandit Meta-Strategy (UCB),0.0026576711972654543
2017-01-30,Bandit Meta-Strategy (UCB),-0.003697063282115942
2017-01-31,Bandit Meta-Strategy (UCB),-0.0004848082785110508
2017-02-01,Bandit Meta-Strategy (UCB),0.00024294310257677587
2017-02-02,Bandit Meta-Strategy (UCB),0.0027387110630350264
2017-02-03,Bandit Meta-Strategy (UCB),0.002484022662302632
2017-02-06,Bandit Meta-Strategy (UCB),0.001052803078348763
2017-02-07,Bandit Meta-Strategy (UCB),0.003050658927340022
2017-02-08,Bandit Meta-Strategy (UCB),0.00287879607112429
2017-02-09,Bandit Meta-Strategy (UCB),0.0035544037485537583
2017-02-10,Bandit Meta-Strategy (UCB),-0.004099531875957352
2017-02-13,Bandit Meta-Strategy (UCB),0.002177369065731405
2017-02-14,Bandit Meta-Strategy (UCB),0.004412778572399079
2017-02-15,Bandit Meta-Strategy (UCB),0.007815728038242264
2017-02-16,Bandit Meta-Strategy (UCB),0.003489204836004234
2017-02-17,Bandit Meta-Strategy (UCB),0.002675033952924455
2017-02-21,Bandit Meta-Strategy (UCB),0.010294141776730159
2017-02-22,Bandit Meta-Strategy (UCB),0.00041576864060921537
2017-02-23,Bandit Meta-Strategy (UCB),2.718631750942002e-05
2017-02-24,Bandit Meta-Strategy (UCB),0.00522270981024886
2017-02-27,Bandit Meta-Strategy (UCB),-0.0014006043695209414
2017-02-28,Bandit Meta-Strategy (UCB),-0.000578045315233533
2017-03-01,Bandit Meta-Strategy (UCB),0.011022787210319906
2017-03-02,Bandit Meta-Strategy (UCB),-0.004039524261490013
2017-03-03,Bandit Meta-Strategy (UCB),0.0008919396021975778
2017-03-06,Bandit Meta-Strategy (UCB),-0.0026249018516341094
2017-03-07,Bandit Meta-Strategy (UCB),-0.000737113270658396
2017-03-08,Bandit Meta-Strategy (UCB),0.0004259732113816028
2017-03-09,Bandit Meta-Strategy (UCB),0.003345156614087408
2017-03-10,Bandit Meta-Strategy (UCB),0.0024195603844190394
2017-03-13,Bandit Meta-Strategy (UCB),0.0017395133558859577
2017-03-14,Bandit Meta-Strategy (UCB),0.0017521009521199726
2017-03-15,Bandit Meta-Strategy (UCB),0.005213966123090996
2017-03-16,Bandit Meta-Strategy (UCB),0.0002451847102742377
2017-03-17,Bandit Meta-Strategy (UCB),-0.001425309484037851
2017-03-20,Bandit Meta-Strategy (UCB),0.0026965884179326327
2017-03-21,Bandit Meta-Strategy (UCB),-0.009171268081966666
2017-03-22,Bandit Meta-Strategy (UCB),0.00229604478655121
2017-03-23,Bandit Meta-Strategy (UCB),-0.0023771668763555853
2017-03-24,Bandit Meta-Strategy (UCB),-0.0006852110965107627
2017-03-27,Bandit Meta-Strategy (UCB),0.002933203015882402
2017-03-28,Bandit Meta-Strategy (UCB),0.004746550736269395
2017-03-29,Bandit Meta-Strategy (UCB),-0.0003005037653673881
2017-03-30,Bandit Meta-Strategy (UCB),0.004797322846433083
2017-03-31,Bandit Meta-Strategy (UCB),-0.0007089006425005095
2017-04-03,Bandit Meta-Strategy (UCB),0.002079829084192575
2017-04-04,Bandit Meta-Strategy (UCB),-0.0021667374585839783
2017-04-05,Bandit Meta-Strategy (UCB),-0.0036262036155096933
2017-04-06,Bandit Meta-Strategy (UCB),0.000611389887499536
2017-04-07,Bandit Meta-Strategy (UCB),-0.00042379106798617894
2017-04-10,Bandit Meta-Strategy (UCB),0.0007495416841449831
2017-04-11,Bandit Meta-Strategy (UCB),-0.0011929954228853124
2017-04-12,Bandit Meta-Strategy (UCB),-0.0018048910564116838
2017-04-13,Bandit Meta-Strategy (UCB),-0.0047360816830573915
2017-04-17,Bandit Meta-Strategy (UCB),0.01005291539926123
2017-04-18,Bandit Meta-Strategy (UCB),-0.003976012823429964
2017-04-19,Bandit Meta-Strategy (UCB),-0.0032907646612587715
2017-04-20,Bandit Meta-Strategy (UCB),0.006689820710665151
2017-04-21,Bandit Meta-Strategy (UCB),-0.001003056223913057
2017-04-24,Bandit Meta-Strategy (UCB),0.010399345881433764
2017-04-25,Bandit Meta-Strategy (UCB),0.008379014312107635
2017-04-26,Bandit Meta-Strategy (UCB),-0.0025576775871875013
2017-04-27,Bandit Meta-Strategy (UCB),0.0019021793425821887
2017-04-28,Bandit Meta-Strategy (UCB),0.0005187251027141127
2017-05-01,Bandit Meta-Strategy (UCB),0.006092961454498225
2017-05-02,Bandit Meta-Strategy (UCB),-0.0009099766588397395
2017-05-03,Bandit Meta-Strategy (UCB),-0.00173954902965745
2017-05-04,Bandit Meta-Strategy (UCB),-0.0011658107752882119
2017-05-05,Bandit Meta-Strategy (UCB),0.002037070323273049
2017-05-08,Bandit Meta-Strategy (UCB),0.0024420345303022284
2017-05-09,Bandit Meta-Strategy (UCB),0.0018635410378307071
2017-05-10,Bandit Meta-Strategy (UCB),0.00840451253054142
2017-05-11,Bandit Meta-Strategy (UCB),0.0008810544392143793
2017-05-12,Bandit Meta-Strategy (UCB),0.0027894992940764585
2017-05-15,Bandit Meta-Strategy (UCB),0.006091498105862403
2017-05-16,Bandit Meta-Strategy (UCB),0.0006362219067177488
2017-05-17,Bandit Meta-Strategy (UCB),-0.02087791448469767
2017-05-18,Bandit Meta-Strategy (UCB),0.008325115270158445
2017-05-19,Bandit Meta-Strategy (UCB),0.0061609073233612754
2017-05-22,Bandit Meta-Strategy (UCB),0.003850803474419351
2017-05-23,Bandit Meta-Strategy (UCB),0.00047014057103011986
2017-05-24,Bandit Meta-Strategy (UCB),0.004311032884587229
2017-05-25,Bandit Meta-Strategy (UCB),0.00508001402494318
2017-05-26,Bandit Meta-Strategy (UCB),0.002241081946646073
2017-05-30,Bandit Meta-Strategy (UCB),0.0016507086807626692
2017-05-31,Bandit Meta-Strategy (UCB),-0.0005341000442325994
2017-06-01,Bandit Meta-Strategy (UCB),0.005052008573424249
2017-06-02,Bandit Meta-Strategy (UCB),0.0009379725359086599
2017-06-05,Bandit Meta-Strategy (UCB),0.0023153827938227067
2017-06-06,Bandit Meta-Strategy (UCB),-0.002067012939788282
2017-06-07,Bandit Meta-Strategy (UCB),0.00195777391857499
2017-06-08,Bandit Meta-Strategy (UCB),-0.0014032505712874288
2017-06-09,Bandit Meta-Strategy (UCB),-0.0008164231591860638
2017-06-12,Bandit Meta-Strategy (UCB),-0.0002778182391837136
2017-06-13,Bandit Meta-Strategy (UCB),0.003446219572588838
2017-06-14,Bandit Meta-Strategy (UCB),0.0020498164152336074
2017-06-15,Bandit Meta-Strategy (UCB),-0.0016583232816601567
2017-06-16,Bandit Meta-Strategy (UCB),-0.0035290242364512947
2017-06-19,Bandit Meta-Strategy (UCB),0.005464168644799816
2017-06-20,Bandit Meta-Strategy (UCB),-0.0033293619964848142
2017-06-21,Bandit Meta-Strategy (UCB),0.002288076331726119
2017-06-22,Bandit Meta-Strategy (UCB),-0.0020400511247787856
2017-06-23,Bandit Meta-Strategy (UCB),-0.0007305280194555008
2017-06-26,Bandit Meta-Strategy (UCB),0.0004920854320920043
2017-06-27,Bandit Meta-Strategy (UCB),-0.006914020875599225
2017-06-28,Bandit Meta-Strategy (UCB),0.0073298012519371625
2017-06-29,Bandit Meta-Strategy (UCB),-0.010925474911553268
2017-06-30,Bandit Meta-Strategy (UCB),-0.0004323048528379614
2017-07-03,Bandit Meta-Strategy (UCB),-0.000358587672132038
2017-07-05,Bandit Meta-Strategy (UCB),-0.000776740901523465
2017-07-06,Bandit Meta-Strategy (UCB),-0.009463603851876057
2017-07-07,Bandit Meta-Strategy (UCB),0.0059121883622266225
2017-07-10,Bandit Meta-Strategy (UCB),0.0018286232299495886
2017-07-11,Bandit Meta-Strategy (UCB),0.001858735610544393
2017-07-12,Bandit Meta-Strategy (UCB),0.007807829350780393
2017-07-13,Bandit Meta-Strategy (UCB),0.0009819318335244631
2017-07-14,Bandit Meta-Strategy (UCB),0.00660270378319372
2017-07-17,Bandit Meta-Strategy (UCB),-0.001148778621711588
2017-07-18,Bandit Meta-Strategy (UCB),0.009547196283825388
2017-07-19,Bandit Meta-Strategy (UCB),0.003350133267865152
2017-07-20,Bandit Meta-Strategy (UCB),0.0004623120651416901
2017-07-21,Bandit Meta-Strategy (UCB),-0.00027615384051149494
2017-07-24,Bandit Meta-Strategy (UCB),-4.334549993911807e-05
2017-07-25,Bandit Meta-Strategy (UCB),0.0027851845843616108
2017-07-26,Bandit Meta-Strategy (UCB),0.002355894530463143
