date,strategy,asset,weight
2017-09-21,Bandit Meta-Strategy (UCB),JNJ,0.09358549934866547
2017-09-21,Bandit Meta-Strategy (UCB),JPM,0.06756807098532915
2017-09-21,Bandit Meta-Strategy (UCB),KO,0.09637735436440761
2017-09-21,Bandit Meta-Strategy (UCB),MA,0.031988221221019485
2017-09-21,Bandit Meta-Strategy (UCB),META,0.027028649493366308
2017-09-21,Bandit Meta-Strategy (UCB),MSFT,0.027194523224736793
2017-09-21,Bandit Meta-Strategy (UCB),NFLX,0.033182719091716745
2017-09-21,Bandit Meta-Strategy (UCB),NVDA,0.03941054709794969
2017-09-21,Bandit Meta-Strategy (UCB),PFE,0.06031557865367245
2017-09-21,Bandit Meta-Strategy (UCB),PG,0.08511215994693046
2017-09-21,Bandit Meta-Strategy (UCB),TSLA,0.03457229030784434
2017-09-21,Bandit Meta-Strategy (UCB),V,0.031405999885493356
2017-09-21,Bandit Meta-Strategy (UCB),WMT,0.05990891433675703
2017-09-21,Bandit Meta-Strategy (UCB),XOM,0.07276402208708234
2017-09-22,Bandit Meta-Strategy (EXP3),AAPL,0.04146385177488173
2017-09-22,Bandit Meta-Strategy (EXP3),AMZN,0.013941892774971366
2017-09-22,Bandit Meta-Strategy (EXP3),BAC,0.04693433198061739
2017-09-22,Bandit Meta-Strategy (EXP3),CASH,-0.00014614183421896409
2017-09-22,Bandit Meta-Strategy (EXP3),DIS,0.08361852987613667
2017-09-22,Bandit Meta-Strategy (EXP3),GOOGL,0.01339632371843854
2017-09-22,Bandit Meta-Strategy (EXP3),HD,0.04737961744807352
2017-09-22,Bandit Meta-Strategy (EXP3),JNJ,0.11887940569332718
2017-09-22,Bandit Meta-Strategy (EXP3),JPM,0.06319848761700161
2017-09-22,Bandit Meta-Strategy (EXP3),KO,0.10190964330411298
2017-09-22,Bandit Meta-Strategy (EXP3),MA,0.013369267744892763
2017-09-22,Bandit Meta-Strategy (EXP3),META,0.02141630349662036
2017-09-22,Bandit Meta-Strategy (EXP3),MSFT,0.011342443430804301
2017-09-22,Bandit Meta-Strategy (EXP3),NFLX,0.036805761392554655
2017-09-22,Bandit Meta-Strategy (EXP3),NVDA,0.04473506135848019
2017-09-22,Bandit Meta-Strategy (EXP3),PFE,0.04875057347303276
2017-09-22,Bandit Meta-Strategy (EXP3),PG,0.08690110859586372
2017-09-22,Bandit Meta-Strategy (EXP3),TSLA,0.036048721691185476
2017-09-22,Bandit Meta-Strategy (EXP3),V,0.012839137005103496
2017-09-22,Bandit Meta-Strategy (EXP3),WMT,0.077236995333621
2017-09-22,Bandit Meta-Strategy (EXP3),XOM,0.07997868412449928
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),AAPL,0.03821015220158699
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),AMZN,0.024456043496273734
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),BAC,0.05146033913978191
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),CASH,-0.0006751356912123875
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),DIS,0.0633582511831646
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),GOOGL,0.025307635256860722
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),HD,0.04201224799086956
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),JNJ,0.08956554313764485
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),JPM,0.0663219695752232
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),KO,0.09344664379362516
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),MA,0.03215475858056292
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),META,0.026347161137494714
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),MSFT,0.027378894087490797
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),NFLX,0.033064179182541
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),NVDA,0.03918249578021607
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),PFE,0.06054291415074503
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),PG,0.08829967641000117
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),TSLA,0.03309869589487537
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),V,0.031606608808983076
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),WMT,0.05797248491087559
2017-09-22,Bandit Meta-Strategy (Thompson Sampling),XOM,0.07688844097239611
2017-09-22,Bandit Meta-Strategy (UCB),AAPL,0.03896343283937229
2017-09-22,Bandit Meta-Strategy (UCB),AMZN,0.024452790977435593
2017-09-22,Bandit Meta-Strategy (UCB),BAC,0.04629278296016746
2017-09-22,Bandit Meta-Strategy (UCB),CASH,-0.0003373347156460332
2017-09-22,Bandit Meta-Strategy (UCB),DIS,0.0613083276068984
2017-09-22,Bandit Meta-Strategy (UCB),GOOGL,0.02530472630755769
2017-09-22,Bandit Meta-Strategy (UCB),HD,0.04356298104901539
2017-09-22,Bandit Meta-Strategy (UCB),JNJ,0.09369345289515073
2017-09-22,Bandit Meta-Strategy (UCB),JPM,0.06768860055390079
2017-09-22,Bandit Meta-Strategy (UCB),KO,0.09694470155200602
2017-09-22,Bandit Meta-Strategy (UCB),MA,0.03215138822071168
2017-09-22,Bandit Meta-Strategy (UCB),META,0.027043581547614767
2017-09-22,Bandit Meta-Strategy (UCB),MSFT,0.02737406635906549
2017-09-22,Bandit Meta-Strategy (UCB),NFLX,0.03305968261235503
2017-09-22,Bandit Meta-Strategy (UCB),NVDA,0.039178892539276845
2017-09-22,Bandit Meta-Strategy (UCB),PFE,0.060533772126231115
2017-09-22,Bandit Meta-Strategy (UCB),PG,0.08507488163869659
2017-09-22,Bandit Meta-Strategy (UCB),TSLA,0.03324951464892753
2017-09-22,Bandit Meta-Strategy (UCB),V,0.03160322383822672
2017-09-22,Bandit Meta-Strategy (UCB),WMT,0.059781547792383656
2017-09-22,Bandit Meta-Strategy (UCB),XOM,0.07307498665065248
2017-09-25,Bandit Meta-Strategy (EXP3),AAPL,0.041339985461475035
2017-09-25,Bandit Meta-Strategy (EXP3),AMZN,0.013799165115487582
2017-09-25,Bandit Meta-Strategy (EXP3),BAC,0.046720025849566055
2017-09-25,Bandit Meta-Strategy (EXP3),CASH,-0.00014700213839771356
2017-09-25,Bandit Meta-Strategy (EXP3),DIS,0.08493823232152294
2017-09-25,Bandit Meta-Strategy (EXP3),GOOGL,0.013346898755317844
2017-09-25,Bandit Meta-Strategy (EXP3),HD,0.04799518211703614
2017-09-25,Bandit Meta-Strategy (EXP3),JNJ,0.11937899809303665
2017-09-25,Bandit Meta-Strategy (EXP3),JPM,0.0630945652023676
2017-09-25,Bandit Meta-Strategy (EXP3),KO,0.1029602530385761
2017-09-25,Bandit Meta-Strategy (EXP3),MA,0.013133308554087003
2017-09-25,Bandit Meta-Strategy (EXP3),META,0.020573512697691164
2017-09-25,Bandit Meta-Strategy (EXP3),MSFT,0.011232885453902615
2017-09-25,Bandit Meta-Strategy (EXP3),NFLX,0.035283451483038776
2017-09-25,Bandit Meta-Strategy (EXP3),NVDA,0.04298730465254877
2017-09-25,Bandit Meta-Strategy (EXP3),PFE,0.04842390585849975
2017-09-25,Bandit Meta-Strategy (EXP3),PG,0.08786755541161535
2017-09-25,Bandit Meta-Strategy (EXP3),TSLA,0.03563092800837643
2017-09-25,Bandit Meta-Strategy (EXP3),V,0.012603962306197937
2017-09-25,Bandit Meta-Strategy (EXP3),WMT,0.07732035816308266
2017-09-25,Bandit Meta-Strategy (EXP3),XOM,0.08151652359497119
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),AAPL,0.03815448759414305
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),AMZN,0.024242837627572903
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),BAC,0.051304003804951696
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),CASH,-0.0006801525768575437
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),DIS,0.06445699483515566
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),GOOGL,0.025252971041153628
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),HD,0.04262341043987414
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),JNJ,0.09008001501166807
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),JPM,0.06631455552561162
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),KO,0.09455493693697775
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),MA,0.031635737376321325
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),META,0.025349181759439347
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),MSFT,0.027156062006403806
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),NFLX,0.031745281537546834
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),NVDA,0.037709472300765455
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),PFE,0.06022954615246777
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),PG,0.08941873482744042
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),TSLA,0.03276531360245645
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),V,0.03107530109960169
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),WMT,0.05812414591555618
2017-09-25,Bandit Meta-Strategy (Thompson Sampling),XOM,0.07848716318174975
2017-09-25,Bandit Meta-Strategy (UCB),AAPL,0.03890953507273437
2017-09-25,Bandit Meta-Strategy (UCB),AMZN,0.02424139792949926
2017-09-25,Bandit Meta-Strategy (UCB),BAC,0.04615554415969387
2017-09-25,Bandit Meta-Strategy (UCB),CASH,-0.0003398664444540701
2017-09-25,Bandit Meta-Strategy (UCB),DIS,0.06237611362456246
2017-09-25,Bandit Meta-Strategy (UCB),GOOGL,0.025251927228116613
2017-09-25,Bandit Meta-Strategy (UCB),HD,0.04419995605251673
2017-09-25,Bandit Meta-Strategy (UCB),JNJ,0.09423857294366876
2017-09-25,Bandit Meta-Strategy (UCB),JPM,0.0676860162550705
2017-09-25,Bandit Meta-Strategy (UCB),KO,0.09810170375144997
2017-09-25,Bandit Meta-Strategy (UCB),MA,0.03163475012600111
2017-09-25,Bandit Meta-Strategy (UCB),META,0.026021138591149434
2017-09-25,Bandit Meta-Strategy (UCB),MSFT,0.027153272385421638
2017-09-25,Bandit Meta-Strategy (UCB),NFLX,0.03174330102918864
2017-09-25,Bandit Meta-Strategy (UCB),NVDA,0.03770878035060087
2017-09-25,Bandit Meta-Strategy (UCB),PFE,0.06022488474028593
2017-09-25,Bandit Meta-Strategy (UCB),PG,0.08615941328903018
2017-09-25,Bandit Meta-Strategy (UCB),TSLA,0.03291703635374114
2017-09-25,Bandit Meta-Strategy (UCB),V,0.031074260478699836
2017-09-25,Bandit Meta-Strategy (UCB),WMT,0.05994235395688297
2017-09-25,Bandit Meta-Strategy (UCB),XOM,0.07459990812613973
2017-09-26,Bandit Meta-Strategy (EXP3),AAPL,0.04206458187260184
2017-09-26,Bandit Meta-Strategy (EXP3),AMZN,0.01378608384526488
2017-09-26,Bandit Meta-Strategy (EXP3),BAC,0.04682928987957858
2017-09-26,Bandit Meta-Strategy (EXP3),CASH,-0.0001470489833277028
2017-09-26,Bandit Meta-Strategy (EXP3),DIS,0.08416317650503122
2017-09-26,Bandit Meta-Strategy (EXP3),GOOGL,0.013396167899073325
2017-09-26,Bandit Meta-Strategy (EXP3),HD,0.048058159321274815
2017-09-26,Bandit Meta-Strategy (EXP3),JNJ,0.11920764862601275
2017-09-26,Bandit Meta-Strategy (EXP3),JPM,0.06283302926356299
2017-09-26,Bandit Meta-Strategy (EXP3),KO,0.1027225627189751
2017-09-26,Bandit Meta-Strategy (EXP3),MA,0.013118532197324588
2017-09-26,Bandit Meta-Strategy (EXP3),META,0.02074938970826102
2017-09-26,Bandit Meta-Strategy (EXP3),MSFT,0.011236465019059972
2017-09-26,Bandit Meta-Strategy (EXP3),NFLX,0.035458764634202444
2017-09-26,Bandit Meta-Strategy (EXP3),NVDA,0.04324241248790824
2017-09-26,Bandit Meta-Strategy (EXP3),PFE,0.048152875161475595
2017-09-26,Bandit Meta-Strategy (EXP3),PG,0.08782919828906155
2017-09-26,Bandit Meta-Strategy (EXP3),TSLA,0.0356691234395949
2017-09-26,Bandit Meta-Strategy (EXP3),V,0.012598188086385761
2017-09-26,Bandit Meta-Strategy (EXP3),WMT,0.0775795248517531
2017-09-26,Bandit Meta-Strategy (EXP3),XOM,0.081451875176925
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),AAPL,0.03882120466347812
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),AMZN,0.024218580382605985
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),BAC,0.05142127993838427
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),CASH,-0.0006803334857687581
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),DIS,0.06386546508101648
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),GOOGL,0.025344855666605097
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),HD,0.04267709117050176
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),JNJ,0.089945981960064
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),JPM,0.06603619404316098
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),KO,0.09433168223407214
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),MA,0.03159847949674209
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),META,0.025564538060911565
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),MSFT,0.027163285052787235
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),NFLX,0.031901334265543084
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),NVDA,0.0379312609829612
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),PFE,0.059889284316582914
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),PG,0.08937499304725557
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),TSLA,0.03279870961168927
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),V,0.03105942870728517
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),WMT,0.05831589808291731
2017-09-26,Bandit Meta-Strategy (Thompson Sampling),XOM,0.07842078672120459
2017-09-26,Bandit Meta-Strategy (UCB),AAPL,0.039588692451287516
2017-09-26,Bandit Meta-Strategy (UCB),AMZN,0.02421668120365173
2017-09-26,Bandit Meta-Strategy (UCB),BAC,0.04626017091796468
2017-09-26,Bandit Meta-Strategy (UCB),CASH,-0.00033995037274436206
2017-09-26,Bandit Meta-Strategy (UCB),DIS,0.06180250407204488
2017-09-26,Bandit Meta-Strategy (UCB),GOOGL,0.025343325690477196
2017-09-26,Bandit Meta-Strategy (UCB),HD,0.04425478000356917
2017-09-26,Bandit Meta-Strategy (UCB),JNJ,0.09409656127474476
2017-09-26,Bandit Meta-Strategy (UCB),JPM,0.06740061508854406
2017-09-26,Bandit Meta-Strategy (UCB),KO,0.09786821199109584
2017-09-26,Bandit Meta-Strategy (UCB),MA,0.031596892018506885
2017-09-26,Bandit Meta-Strategy (UCB),META,0.026241704099450078
2017-09-26,Bandit Meta-Strategy (UCB),MSFT,0.027159977747967214
2017-09-26,Bandit Meta-Strategy (UCB),NFLX,0.031898736885752906
2017-09-26,Bandit Meta-Strategy (UCB),NVDA,0.037929843036016146
2017-09-26,Bandit Meta-Strategy (UCB),PFE,0.05988350946262059
2017-09-26,Bandit Meta-Strategy (UCB),PG,0.08611562684324807
2017-09-26,Bandit Meta-Strategy (UCB),TSLA,0.03294995986236537
2017-09-26,Bandit Meta-Strategy (UCB),V,0.031057797487993966
2017-09-26,Bandit Meta-Strategy (UCB),WMT,0.06013895977356878
2017-09-26,Bandit Meta-Strategy (UCB),XOM,0.07453540046187464
2017-09-27,Bandit Meta-Strategy (EXP3),AAPL,0.04232526515371795
2017-09-27,Bandit Meta-Strategy (EXP3),AMZN,0.013953540156350917
2017-09-27,Bandit Meta-Strategy (EXP3),BAC,0.04791796525659492
2017-09-27,Bandit Meta-Strategy (EXP3),CASH,-0.00014691458800346433
2017-09-27,Bandit Meta-Strategy (EXP3),DIS,0.0846063064797397
2017-09-27,Bandit Meta-Strategy (EXP3),GOOGL,0.013704732873783779
2017-09-27,Bandit Meta-Strategy (EXP3),HD,0.04791300355474898
2017-09-27,Bandit Meta-Strategy (EXP3),JNJ,0.11801631417914926
2017-09-27,Bandit Meta-Strategy (EXP3),JPM,0.06376714940163655
2017-09-27,Bandit Meta-Strategy (EXP3),KO,0.10053421665158632
2017-09-27,Bandit Meta-Strategy (EXP3),MA,0.01322967980210659
2017-09-27,Bandit Meta-Strategy (EXP3),META,0.021168490353589597
2017-09-27,Bandit Meta-Strategy (EXP3),MSFT,0.011316605714583941
2017-09-27,Bandit Meta-Strategy (EXP3),NFLX,0.0359378648953911
2017-09-27,Bandit Meta-Strategy (EXP3),NVDA,0.04415005847424452
2017-09-27,Bandit Meta-Strategy (EXP3),PFE,0.0483132944805487
2017-09-27,Bandit Meta-Strategy (EXP3),PG,0.08606308670061158
2017-09-27,Bandit Meta-Strategy (EXP3),TSLA,0.03519473348120023
2017-09-27,Bandit Meta-Strategy (EXP3),V,0.012702832327844474
2017-09-27,Bandit Meta-Strategy (EXP3),WMT,0.07741108839530568
2017-09-27,Bandit Meta-Strategy (EXP3),XOM,0.08192068625526853
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),AAPL,0.039009161930363204
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),AMZN,0.024479732886619643
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),BAC,0.05254582071557622
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),CASH,-0.0006787959518735893
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),DIS,0.06411522902920581
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),GOOGL,0.02589371217211801
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),HD,0.042490865313637834
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),JNJ,0.08892711309494128
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),JPM,0.06692764458278876
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),KO,0.09219770975528846
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),MA,0.031823267810034216
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),META,0.02604575854797959
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),MSFT,0.027320162162711686
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),NFLX,0.03228880851377488
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),NVDA,0.03867525176579464
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),PFE,0.06000784818600107
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),PG,0.08745980843673283
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),TSLA,0.032318894936872344
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),V,0.03127522494149984
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),WMT,0.05811089008505542
2017-09-27,Bandit Meta-Strategy (Thompson Sampling),XOM,0.07876589108487768
2017-09-27,Bandit Meta-Strategy (UCB),AAPL,0.039787398842275515
2017-09-27,Bandit Meta-Strategy (UCB),AMZN,0.024482140952846294
2017-09-27,Bandit Meta-Strategy (UCB),BAC,0.047280200270500256
2017-09-27,Bandit Meta-Strategy (UCB),CASH,-0.00033924206283161894
2017-09-27,Bandit Meta-Strategy (UCB),DIS,0.06205516976180827
2017-09-27,Bandit Meta-Strategy (UCB),GOOGL,0.025896726845125888
2017-09-27,Bandit Meta-Strategy (UCB),HD,0.044069459927630956
2017-09-27,Bandit Meta-Strategy (UCB),JNJ,0.0930471244588436
2017-09-27,Bandit Meta-Strategy (UCB),JPM,0.06832256195011187
2017-09-27,Bandit Meta-Strategy (UCB),KO,0.0956711479448601
2017-09-27,Bandit Meta-Strategy (UCB),MA,0.031827295170735605
2017-09-27,Bandit Meta-Strategy (UCB),META,0.026740398309057955
2017-09-27,Bandit Meta-Strategy (UCB),MSFT,0.027321665426025564
2017-09-27,Bandit Meta-Strategy (UCB),NFLX,0.03229188784460529
2017-09-27,Bandit Meta-Strategy (UCB),NVDA,0.038680643610020375
2017-09-27,Bandit Meta-Strategy (UCB),PFE,0.06001267037903472
2017-09-27,Bandit Meta-Strategy (UCB),PG,0.0842851851680353
2017-09-27,Bandit Meta-Strategy (UCB),TSLA,0.032473672929503476
2017-09-27,Bandit Meta-Strategy (UCB),V,0.03127911161806463
2017-09-27,Bandit Meta-Strategy (UCB),WMT,0.05993813815499963
2017-09-27,Bandit Meta-Strategy (UCB),XOM,0.07487664249874638
2017-09-28,Bandit Meta-Strategy (EXP3),AAPL,0.042048195560950956
2017-09-28,Bandit Meta-Strategy (EXP3),AMZN,0.014029232626512077
2017-09-28,Bandit Meta-Strategy (EXP3),BAC,0.04797472927667251
2017-09-28,Bandit Meta-Strategy (EXP3),CASH,-0.0001468574436970849
2017-09-28,Bandit Meta-Strategy (EXP3),DIS,0.08355926694785493
2017-09-28,Bandit Meta-Strategy (EXP3),GOOGL,0.013769477703739959
2017-09-28,Bandit Meta-Strategy (EXP3),HD,0.04832295212095694
2017-09-28,Bandit Meta-Strategy (EXP3),JNJ,0.11771583053499543
2017-09-28,Bandit Meta-Strategy (EXP3),JPM,0.06387628698514479
2017-09-28,Bandit Meta-Strategy (EXP3),KO,0.10110294592556228
2017-09-28,Bandit Meta-Strategy (EXP3),MA,0.013274716543727114
2017-09-28,Bandit Meta-Strategy (EXP3),META,0.02129276059106008
2017-09-28,Bandit Meta-Strategy (EXP3),MSFT,0.011315267538529575
2017-09-28,Bandit Meta-Strategy (EXP3),NFLX,0.035673167407433974
2017-09-28,Bandit Meta-Strategy (EXP3),NVDA,0.04412032872958623
2017-09-28,Bandit Meta-Strategy (EXP3),PFE,0.04849885150068179
2017-09-28,Bandit Meta-Strategy (EXP3),PG,0.08604854601966833
2017-09-28,Bandit Meta-Strategy (EXP3),TSLA,0.03503970883503283
2017-09-28,Bandit Meta-Strategy (EXP3),V,0.012782226224808915
2017-09-28,Bandit Meta-Strategy (EXP3),WMT,0.07704926194825823
2017-09-28,Bandit Meta-Strategy (EXP3),XOM,0.0826531044225201
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),AAPL,0.03872523571878772
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),AMZN,0.02459438451673494
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),BAC,0.05256929079747561
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),CASH,-0.0006780317960364917
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),DIS,0.06327510246847302
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),GOOGL,0.025996865211191236
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),HD,0.042822834551650354
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),JNJ,0.08863531489715024
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),JPM,0.06699277618073977
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),KO,0.09265093767310531
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),MA,0.03190806520604117
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),META,0.026179350530478967
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),MSFT,0.027296796934053676
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),NFLX,0.03202736385235291
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),NVDA,0.038620721246511516
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),PFE,0.06019392030518897
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),PG,0.08738057815564844
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),TSLA,0.03215282114514019
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),V,0.0314475017486853
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),WMT,0.05779664258424391
2017-09-28,Bandit Meta-Strategy (Thompson Sampling),XOM,0.0794115280723833
2017-09-28,Bandit Meta-Strategy (UCB),AAPL,0.03949781773249333
2017-09-28,Bandit Meta-Strategy (UCB),AMZN,0.024596809752190057
2017-09-28,Bandit Meta-Strategy (UCB),BAC,0.04730132974255385
2017-09-28,Bandit Meta-Strategy (UCB),CASH,-0.0003388602415900632
2017-09-28,Bandit Meta-Strategy (UCB),DIS,0.061242051619315625
2017-09-28,Bandit Meta-Strategy (UCB),GOOGL,0.025999898120795173
2017-09-28,Bandit Meta-Strategy (UCB),HD,0.04441377292069573
2017-09-28,Bandit Meta-Strategy (UCB),JNJ,0.09274182940258444
2017-09-28,Bandit Meta-Strategy (UCB),JPM,0.0683890674112009
2017-09-28,Bandit Meta-Strategy (UCB),KO,0.09614147370717865
2017-09-28,Bandit Meta-Strategy (UCB),MA,0.031912110941185894
2017-09-28,Bandit Meta-Strategy (UCB),META,0.026877559623768
2017-09-28,Bandit Meta-Strategy (UCB),MSFT,0.027298305449703922
2017-09-28,Bandit Meta-Strategy (UCB),NFLX,0.03203042592096709
2017-09-28,Bandit Meta-Strategy (UCB),NVDA,0.03862611473946827
2017-09-28,Bandit Meta-Strategy (UCB),PFE,0.06019877186855424
2017-09-28,Bandit Meta-Strategy (UCB),PG,0.08420885096230527
2017-09-28,Bandit Meta-Strategy (UCB),TSLA,0.032306811533498146
2017-09-28,Bandit Meta-Strategy (UCB),V,0.0314514173673237
2017-09-28,Bandit Meta-Strategy (UCB),WMT,0.059614023683438676
2017-09-28,Bandit Meta-Strategy (UCB),XOM,0.0754904177423692
2017-09-29,Bandit Meta-Strategy (EXP3),AAPL,0.015022468427936817
2017-09-29,Bandit Meta-Strategy (EXP3),AMZN,0.012767912885135057
2017-09-29,Bandit Meta-Strategy (EXP3),BAC,0.01733043139907101
2017-09-29,Bandit Meta-Strategy (EXP3),CASH,-0.0006618961928094823
2017-09-29,Bandit Meta-Strategy (EXP3),DIS,0.14247517919999647
2017-09-29,Bandit Meta-Strategy (EXP3),GOOGL,0.01034267951784717
2017-09-29,Bandit Meta-Strategy (EXP3),HD,0.033797907903021056
2017-09-29,Bandit Meta-Strategy (EXP3),JNJ,0.03653994472074897
2017-09-29,Bandit Meta-Strategy (EXP3),JPM,0.027258511726915877
2017-09-29,Bandit Meta-Strategy (EXP3),KO,0.07099017133001992
2017-09-29,Bandit Meta-Strategy (EXP3),MA,0.010102093714506504
2017-09-29,Bandit Meta-Strategy (EXP3),META,0.014206890596633201
2017-09-29,Bandit Meta-Strategy (EXP3),MSFT,0.011246159292962948
2017-09-29,Bandit Meta-Strategy (EXP3),NFLX,0.027373802241582472
2017-09-29,Bandit Meta-Strategy (EXP3),NVDA,0.03271496379812945
2017-09-29,Bandit Meta-Strategy (EXP3),PFE,0.14568571471457736
2017-09-29,Bandit Meta-Strategy (EXP3),PG,0.15937127823462344
2017-09-29,Bandit Meta-Strategy (EXP3),TSLA,0.02571520969754878
2017-09-29,Bandit Meta-Strategy (EXP3),V,0.011292320263978356
2017-09-29,Bandit Meta-Strategy (EXP3),WMT,0.043083108006593734
2017-09-29,Bandit Meta-Strategy (EXP3),XOM,0.15334514852098113
2017-09-29,Bandit Meta-Strategy (Thompson Sampling),AAPL,0.030777449774960254
2017-09-29,Bandit Meta-Strategy (Thompson Sampling),AMZN,0.030051710262344003
2017-09-29,Bandit Meta-Strategy (Thompson Sampling),BAC,0.03291632982440087
2017-09-29,Bandit Meta-Strategy (Thompson Sampling),CASH,-0.00017373260867031728
2017-09-29,Bandit Meta-Strategy (Thompson Sampling),DIS,0.057955846871789465
2017-09-29,Bandit Meta-Strategy (Thompson Sampling),GOOGL,0.03092628652940777
2017-09-29,Bandit Meta-Strategy (Thompson Sampling),HD,0.051759971952995636
2017-09-29,Bandit Meta-Strategy (Thompson Sampling),JNJ,0.0599100249631684
